"zip","population","zip_code","latitude","longitude","city","state","county"
92627,62437,92627,33.6851,-117.764,"Costa Mesa","CA","Orange"
92504,62423,92504,33.7529,-116.056,"Riverside","CA","Riverside"
11210,62423,11210,40.6255,-73.9455,"Brooklyn","NY","Kings"
77373,62350,77373,29.834,-95.4342,"Spring","TX","Harris"
79928,62344,79928,0,0,"El Paso","TX","El Paso"
95608,62330,95608,38.6214,-121.332,"Carmichael","CA","Sacramento"
77396,62309,77396,29.834,-95.4342,"Humble","TX","Harris"
10023,62228,10023,40.7768,-73.9822,"New York City","NY","New York"
43055,62215,43055,40.086,-82.486,"Newark","OH","Licking"
43130,62127,43130,39.6897,-82.6093,"Lancaster","OH","Fairfield"
78640,61991,78640,29.9966,-97.8335,"Kyle","TX","Hays"
78240,61937,78240,29.4375,-98.4616,"San Antonio","TX","Bexar"
77077,61908,77077,29.834,-95.4342,"Houston","TX","Harris"
75150,61863,75150,32.791,-96.6359,"Mesquite","TX","Dallas"
60073,61856,60073,42.2792,-88.0502,"Round Lake","IL","Lake"
74012,61855,74012,36.1423,-95.8791,"Broken Arrow","OK","Tulsa"
80634,61810,80634,40.2812,-104.796,"Greeley","CO","Weld"
78249,61712,78249,29.4375,-98.4616,"San Antonio","TX","Bexar"
93905,61633,93905,36.6829,-121.612,"Salinas","CA","Monterey"
19134,61615,19134,39.9947,-75.108,"Philadelphia","PA","Philadelphia"
75040,61508,75040,32.9315,-96.6158,"Garland","TX","Dallas"
95014,61480,95014,37.1894,-121.705,"Cupertino","CA","Santa Clara"
92647,61476,92647,33.6403,-117.769,"Huntington Beach","CA","Orange"
91702,61464,91702,33.7866,-118.299,"Azusa","CA","Los Angeles"
78228,61441,78228,29.3533,-98.4674,"San Antonio","TX","Bexar"
77407,61382,77407,29.6773,-95.7195,"Richmond","TX","Fort Bend"
60619,61372,60619,41.8119,-87.6873,"Chicago","IL","Cook"
10701,61367,10701,40.9461,-73.8669,"Yonkers","NY","Westchester"
94122,61248,94122,37.7612,-122.476,"San Francisco","CA","San Francisco"
30058,61247,30058,33.7356,-84.1009,"Lithonia","GA","Dekalb"
73160,61204,73160,35.3269,-97.4068,"Oklahoma City","OK","Cleveland"
32244,61190,32244,30.2203,-81.7474,"Jacksonville","FL","Duval"
34711,61189,34711,28.584,-81.7794,"Clermont","FL","Lake"
95111,61183,95111,37.2679,-121.8,"San Jose","CA","Santa Clara"
78504,61182,78504,26.3263,-98.2335,"Mcallen","TX","Hidalgo"
7047,61181,7047,40.7897,-74.0232,"North Bergen","NJ","Hudson"
37167,61176,37167,35.8562,-86.4534,"Smyrna","TN","Rutherford"
48180,61164,48180,42.2458,-83.2491,"Taylor","MI","Wayne"
78254,61141,78254,29.4375,-98.4616,"San Antonio","TX","Bexar"
10312,61114,10312,40.5452,-74.1747,"Staten Island","NY","Richmond"
90004,61105,90004,33.7866,-118.299,"Los Angeles","CA","Los Angeles"
91732,61075,91732,33.7866,-118.299,"El Monte","CA","Los Angeles"
53215,61028,53215,43.006,-87.9429,"Milwaukee","WI","Milwaukee"
32818,61027,32818,28.5947,-81.4967,"Orlando","FL","Orange"
37122,61002,37122,36.1846,-86.4687,"Mount Juliet","TN","Wilson"
21740,60922,21740,39.5889,-77.7002,"Hagerstown","MD","Washington"
91761,60827,91761,34.84,-115.967,"Ontario","CA","San Bernardino"
90731,60813,90731,33.7531,-118.253,"San Pedro","CA","Los Angeles"
92630,60804,92630,33.6408,-117.693,"Lake Forest","CA","Orange"
2360,60797,2360,41.8862,-70.6387,"Plymouth","MA","Plymouth"
30263,60769,30263,33.3696,-84.8194,"Newnan","GA","Coweta"
10024,60714,10024,40.8081,-73.9657,"New York City","NY","New York"
2148,60710,2148,42.4365,-71.0854,"Malden","MA","Middlesex"
77521,60703,77521,29.834,-95.4342,"Baytown","TX","Harris"
75227,60632,75227,32.7731,-96.6856,"Dallas","TX","Dallas"
34744,60555,34744,28.2976,-81.324,"Kissimmee","FL","Osceola"
956,60554,956,18.3267,-66.1742,"Bayamon","PR","Bayamon"
60609,60551,60609,41.8119,-87.6873,"Chicago","IL","Cook"
2155,60533,2155,42.4221,-71.1093,"Medford","MA","Middlesex"
37129,60516,37129,35.9017,-86.4235,"Murfreesboro","TN","Rutherford"
90042,60509,90042,33.7866,-118.299,"Los Angeles","CA","Los Angeles"
33414,60452,33414,26.6457,-80.2514,"West Palm Beach","FL","Palm Beach"
32808,60450,32808,28.5803,-81.4396,"Orlando","FL","Orange"
83709,60449,83709,43.5581,-116.276,"Boise","ID","Ada"
29485,60383,29485,32.9997,-80.3293,"Summerville","SC","Dorchester"
92570,60370,92570,33.7529,-116.056,"Perris","CA","Riverside"
33125,60347,33125,25.7837,-80.2354,"Miami","FL","Miami-Dade"
78501,60299,78501,26.2693,-98.2244,"Mcallen","TX","Hidalgo"
10031,60280,10031,40.8234,-73.949,"New York City","NY","New York"
37064,60272,37064,35.8907,-86.9657,"Franklin","TN","Williamson"
20874,60258,20874,39.1355,-77.2822,"Germantown","MD","Montgomery"
32825,60254,32825,28.5351,-81.2202,"Orlando","FL","Orange"
77386,60252,77386,30.1246,-95.4018,"Spring","TX","Montgomery"
22030,60220,22030,38.8532,-77.3051,"Fairfax","VA","Fairfax City"
30906,60200,30906,33.3589,-82.0099,"Augusta","GA","Richmond"
77375,60115,77375,29.834,-95.4342,"Tomball","TX","Harris"
72712,60096,72712,36.3471,-94.2234,"Bentonville","AR","Benton"
85122,60061,85122,32.9368,-111.749,"Casa Grande","AZ","Pinal"
6010,60039,6010,41.6812,-72.9396,"Bristol","CT","Hartford"
37128,60038,37128,35.8454,-86.4867,"Murfreesboro","TN","Rutherford"
78753,60035,78753,30.3786,-97.6764,"Austin","TX","Travis"
76137,59983,76137,32.8532,-97.2881,"Fort Worth","TX","Tarrant"
95112,59959,95112,37.37,-121.892,"San Jose","CA","Santa Clara"
33064,59942,33064,26.2212,-80.1251,"Pompano Beach","FL","Broward"
96818,59923,96818,21.348,-157.94,"Honolulu","HI","Honolulu"
44060,59882,44060,41.6793,-81.3288,"Mentor","OH","Lake"
43230,59853,43230,40.0347,-82.8726,"Columbus","OH","Franklin"
93030,59844,93030,34.2249,-119.177,"Oxnard","CA","Ventura"
79924,59816,79924,31.8722,-106.503,"El Paso","TX","El Paso"
30083,59798,30083,33.7864,-84.2034,"Stone Mountain","GA","Dekalb"
33511,59776,33511,27.9037,-82.294,"Brandon","FL","Hillsborough"
33142,59773,33142,25.8116,-80.2368,"Miami","FL","Miami-Dade"
77840,59700,77840,30.5822,-96.2893,"College Station","TX","Brazos"
75056,59674,75056,33.0771,-96.9016,"The Colony","TX","Denton"
22192,59670,22192,38.676,-77.3163,"Woodbridge","VA","Prince William"
21122,59664,21122,38.9768,-76.6162,"Pasadena","MD","Anne Arundel"
21117,59663,21117,39.4291,-76.7877,"Owings Mills","MD","Baltimore"
60016,59663,60016,42.0483,-87.8905,"Des Plaines","IL","Cook"
92324,59628,92324,34.1512,-116.901,"Colton","CA","San Bernardino"
10473,59627,10473,40.8162,-73.8603,"Bronx","NY","Bronx"
92507,59612,92507,33.7529,-116.056,"Riverside","CA","Riverside"
11216,59567,11216,40.6805,-73.9468,"Brooklyn","NY","Kings"
22407,59551,22407,38.272,-77.6068,"Fredericksburg","VA","Spotsylvania"
10032,59527,10032,40.8391,-73.9422,"New York City","NY","New York"
76010,59526,76010,32.7318,-97.0798,"Arlington","TX","Tarrant"
92571,59417,92571,33.7529,-116.056,"Perris","CA","Riverside"
19720,59410,19720,39.5929,-75.6515,"New Castle","DE","New Castle"
11435,59392,11435,40.7002,-73.7973,"Jamaica","NY","Queens"
78520,59388,78520,26.0522,-97.5145,"Brownsville","TX","Cameron"
78586,59360,78586,26.1524,-97.5318,"San Benito","TX","Cameron"
93117,59298,93117,34.5038,-120.039,"Goleta","CA","Santa Barbara"
95355,59272,95355,37.6859,-120.948,"Modesto","CA","Stanislaus"
23320,59248,23320,36.75,-76.2188,"Chesapeake","VA","Chesapeake City"
29445,59233,29445,33.058,-80.0101,"Goose Creek","SC","Berkeley"
95051,59209,95051,37.1894,-121.705,"Santa Clara","CA","Santa Clara"
93312,59200,93312,35.2406,-118.917,"Bakersfield","CA","Kern"
92057,59190,92057,33.0169,-116.846,"Oceanside","CA","San Diego"
28314,59189,28314,35.0542,-79.0113,"Fayetteville","NC","Cumberland"
95828,59139,95828,38.4884,-121.423,"Sacramento","CA","Sacramento"
33458,59098,33458,26.6459,-80.4303,"Jupiter","FL","Palm Beach"
72401,59098,72401,35.8358,-90.6231,"Jonesboro","AR","Craighead"
30144,59085,30144,34.0338,-84.5974,"Kennesaw","GA","Cobb"
